ticker,source_category,section_name,ai_relevance,evidence_span
ADBE,sec_filing,risk_factors,incidental,"result in negative publicity about AI and have the potential to affect demand for our existing products, services and solutions"
ADBE,sec_filing,risk_factors,incidental,"The technology industry is often subject to substantial and continuous competition for talent, particularly with cybersecurity and AI backgrounds"
ADBE,sec_filing,risk_factors,incidental,"These laws, regulations and codes may also impact our innovation and business drivers in developing new and emerging technologies (for example, AI and machine learning)"
ADBE,sec_filing,exhibits,incidental,"Acrobat AI Assistant, Adobe Firefly, Adobe GenStudio"
ADBE,sec_filing,,incidental,"artificial intelligence and innovation momentum; our market opportunity and future growth; market trends; current macroeconomic conditions; seasonality; fluctuations in foreign currency exchange rates; strategic investments; customer success; revenue; operating margin; and annualized recurring revenue; tax rate on a GAAP and non-GAAP basis; earnings per share on a GAAP and non-GAAP basis; and share count. Each of the forward-looking statements we make in this press release involves risks, uncertainties and assumptions based on information available to us as of the date of this press release. Such risks and uncertainties, many of which relate to matters beyond our control, could cause actual results to differ materially from these forward-looking statements. Factors that might cause or contribute to such differences include, but are not limited to: failure to innovate effectively and meet customer needs; issues relating to development and use of AI"
ADBE,sec_filing,mdna,incidental,"We are also empowering creators by putting the power of artificial intelligence (""AI"") in their hands, and doing so in ways we believe are responsible."
ADBE,sec_filing,risk_factors,incidental,"result in negative publicity about AI and have the potential to affect demand for our existing products, services and solutions"
ADBE,sec_filing,risk_factors,incidental,"The technology industry is often subject to substantial and continuous competition for talent, particularly with cybersecurity and AI backgrounds, and demand for cutting-edge or unique skill sets can be highly competitive"
ADBE,sec_filing,risk_factors,incidental,"These laws, regulations and codes may also impact our innovation and business drivers in developing new and emerging technologies (for example, AI and machine learning) and may impact demand for our offerings"
ADBE,sec_filing,,incidental,Our highly differentiated approach to AI and innovative product delivery are attracting an expanding universe of customers and providing more value to existing users.
ADBE,sec_filing,,incidental,"statements related to our business, strategy, artificial intelligence and innovation momentum"
ADBE,sec_filing,mdna,incidental,"We are also empowering creators by putting the power of artificial intelligence (""AI"") in their hands, and doing so in ways we believe are responsible."
ADBE,sec_filing,risk_factors,incidental,"negative publicity about AI and have the potential to affect demand for our existing products, services and solutions, all of which could adversely impact our business"
ADBE,sec_filing,risk_factors,incidental,"The technology industry is often subject to substantial and continuous competition for talent, particularly with cybersecurity and AI backgrounds, and demand for cutting-edge or unique skill sets can be highly competitive"
ADBE,sec_filing,risk_factors,incidental,"These laws, regulations and codes may also impact our innovation and business drivers in developing new and emerging technologies (for example, AI and machine learning)"
ADBE,sec_filing,,incidental,"Adobe's executives will discuss the company's long-term market opportunity, strategy and innovation roadmap, including artificial intelligence."
ADBE,sec_filing,,incidental,"statements related to our business, strategy, artificial intelligence and innovation momentum"
ADBE,sec_filing,,incidental,"Adobe's executives will discuss the company's long-term market opportunity, strategy and innovation roadmap, including artificial intelligence."
ADBE,sec_filing,,incidental,issues relating to development and use of AI
ADBE,sec_filing,business,incidental,enhancing the power and AI capabilities of our flagship apps for creative professionals
ADBE,sec_filing,business,incidental,"Beginning in late 2023, we offer subscriptions with Generative Credits for generative AI creation with Firefly."
ADBE,sec_filing,risk_factors,incidental,"negative publicity about AI and have the potential to affect demand for our existing products, services and solutions"
ADBE,sec_filing,risk_factors,incidental,"The technology industry is often subject to substantial and continuous competition for talent, particularly with cybersecurity and AI backgrounds, and demand for cutting-edge or unique skill sets can be highly competitive"
ADBE,sec_filing,mdna,incidental,"Sensei, Adobe's cloud-hosted artificial intelligence and machine learning framework, which enables features such as automated photo-editing, photograph content-awareness, natural language processing, optical character recognition and automated document tagging."
ADBE,sec_filing,financial_statements,incidental,"We are also empowering creators by putting the power of artificial intelligence (""AI"") in their hands, and doing so in ways we believe are responsible."
ADBE,sec_filing,financial_statements,incidental,"Sensei, Adobe's cloud-hosted artificial intelligence and machine learning framework, which enables features such as automated photo-editing, photograph content-awareness, natural language processing, optical character recognition and automated document tagging."
ADBE,sec_filing,,incidental,issues relating to development and use of AI
ADBE,sec_filing,,incidental,"artificial intelligence (""AI"") and innovation momentum"
ADBE,sec_filing,,incidental,"Amon brings deep technical, mobile and AI experience to Adobe's board. / Cristiano's deep technical expertise and leadership in mobile, AI and global operations will be invaluable"
